r,rr,AC,DC,Source,Project(s),Vintage
p13,p51,,1615.19,1.5x geodesic distance,combinatorial,
p13,p52,,1202.37,1.5x geodesic distance,combinatorial,
p13,p53,,1491.06,1.5x geodesic distance,combinatorial,
p13,p54,,1717.87,1.5x geodesic distance,combinatorial,
p13,p55,,1822.97,1.5x geodesic distance,combinatorial,
p13,p56,,1763.73,1.5x geodesic distance,combinatorial,
p13,p57,,1794.01,1.5x geodesic distance,combinatorial,
p13,p58,,2275.48,1.5x geodesic distance,combinatorial,
p13,p59,,878.24,1.5x geodesic distance,combinatorial,
p13,p6,,881.99,1.5x geodesic distance,combinatorial,
p13,p60,,1248.43,1.5x geodesic distance,combinatorial,
p13,p61,,1199.6,1.5x geodesic distance,combinatorial,
p13,p62,,1193.8,1.5x geodesic distance,combinatorial,
p13,p63,,1608.92,1.5x geodesic distance,combinatorial,
p13,p64,,1634.68,1.5x geodesic distance,combinatorial,
p13,p65,,1612.21,1.5x geodesic distance,combinatorial,
p13,p66,,1937.79,1.5x geodesic distance,combinatorial,
p13,p67,,1848.68,1.5x geodesic distance,combinatorial,
p13,p68,,1867.34,1.5x geodesic distance,combinatorial,
p13,p69,,1942.31,1.5x geodesic distance,combinatorial,
p13,p7,,820.44,1.5x geodesic distance,combinatorial,
p13,p70,,1827.17,1.5x geodesic distance,combinatorial,
p13,p71,,1888.01,1.5x geodesic distance,combinatorial,
p13,p72,,2069.6,1.5x geodesic distance,combinatorial,
p13,p73,,1946.7,1.5x geodesic distance,combinatorial,
p13,p74,,2400.91,1.5x geodesic distance,combinatorial,
p13,p75,,2306.88,1.5x geodesic distance,combinatorial,
p13,p76,,2272.04,1.5x geodesic distance,combinatorial,
p13,p77,,2112.56,1.5x geodesic distance,combinatorial,
p13,p78,,2174.02,1.5x geodesic distance,combinatorial,
p13,p79,,2284.45,1.5x geodesic distance,combinatorial,
p13,p8,,779.19,1.5x geodesic distance,combinatorial,
p13,p80,,2281.43,1.5x geodesic distance,combinatorial,
p13,p81,,2062.86,1.5x geodesic distance,combinatorial,
p13,p82,,2121.93,1.5x geodesic distance,combinatorial,
p13,p83,,2234.53,1.5x geodesic distance,combinatorial,
p13,p84,,2067.84,1.5x geodesic distance,combinatorial,
p13,p85,,1937.89,1.5x geodesic distance,combinatorial,
p13,p86,,2012.47,1.5x geodesic distance,combinatorial,
p13,p87,,2180.77,1.5x geodesic distance,combinatorial,
p13,p88,,2251.92,1.5x geodesic distance,combinatorial,
p13,p89,,2427.09,1.5x geodesic distance,combinatorial,
p13,p9,,618.18,1.5x geodesic distance,combinatorial,
p13,p90,,2414.57,1.5x geodesic distance,combinatorial,
p13,p91,,2493.68,1.5x geodesic distance,combinatorial,
p13,p92,,2376.63,1.5x geodesic distance,combinatorial,
p13,p93,,2392.17,1.5x geodesic distance,combinatorial,
p13,p94,,2622.15,1.5x geodesic distance,combinatorial,
p13,p95,,2765.29,1.5x geodesic distance,combinatorial,
p13,p96,,3019.66,1.5x geodesic distance,combinatorial,
p13,p97,,2887.22,1.5x geodesic distance,combinatorial,
p13,p98,,3055.02,1.5x geodesic distance,combinatorial,
p13,p99,,3252.71,1.5x geodesic distance,combinatorial,
p130,p1,,3683.79,1.5x geodesic distance,combinatorial,
p130,p10,,3859.68,1.5x geodesic distance,combinatorial,
p130,p100,,657.2,1.5x geodesic distance,combinatorial,
p130,p101,,1809.56,1.5x geodesic distance,combinatorial,
p130,p102,,1928.62,1.5x geodesic distance,combinatorial,
p130,p103,,890.38,1.5x geodesic distance,combinatorial,
p130,p104,,1081.39,1.5x geodesic distance,combinatorial,
p130,p105,,1071.54,1.5x geodesic distance,combinatorial,
p130,p106,,1193.83,1.5x geodesic distance,combinatorial,
p130,p107,,1371.55,1.5x geodesic distance,combinatorial,
p130,p108,,1349.19,1.5x geodesic distance,combinatorial,
p130,p109,,1228.79,1.5x geodesic distance,combinatorial,
p130,p11,,3841.91,1.5x geodesic distance,combinatorial,
p130,p110,,1045.82,1.5x geodesic distance,combinatorial,
p130,p111,,803.07,1.5x geodesic distance,combinatorial,
p130,p112,,949.68,1.5x geodesic distance,combinatorial,
p130,p113,,1047.82,1.5x geodesic distance,combinatorial,
p130,p114,,1091.55,1.5x geodesic distance,combinatorial,
p130,p115,,713.67,1.5x geodesic distance,combinatorial,
p130,p116,,879.31,1.5x geodesic distance,combinatorial,
p130,p117,,934.17,1.5x geodesic distance,combinatorial,
p130,p118,,896.63,1.5x geodesic distance,combinatorial,
p130,p119,,545.16,1.5x geodesic distance,combinatorial,
p130,p12,,3742.29,1.5x geodesic distance,combinatorial,
p130,p120,,576.68,1.5x geodesic distance,combinatorial,
p130,p121,,599.39,1.5x geodesic distance,combinatorial,
p130,p122,,423.85,1.5x geodesic distance,combinatorial,
p130,p123,,607.8,1.5x geodesic distance,combinatorial,
p130,p124,,643.55,1.5x geodesic distance,combinatorial,
p130,p125,,508.78,1.5x geodesic distance,combinatorial,
p130,p126,,384.68,1.5x geodesic distance,combinatorial,
p130,p13,,3531.91,1.5x geodesic distance,combinatorial,
p130,p14,,3337.09,1.5x geodesic distance,combinatorial,
p130,p15,,3344.83,1.5x geodesic distance,combinatorial,
p130,p16,,3041.88,1.5x geodesic distance,combinatorial,
p130,p17,,3116.5,1.5x geodesic distance,combinatorial,
p130,p18,,2919.71,1.5x geodesic distance,combinatorial,
p130,p19,,2590.58,1.5x geodesic distance,combinatorial,
p130,p2,,3577.56,1.5x geodesic distance,combinatorial,
p130,p20,,2744.25,1.5x geodesic distance,combinatorial,
p130,p21,,2783.83,1.5x geodesic distance,combinatorial,
p130,p22,,2629.76,1.5x geodesic distance,combinatorial,
p130,p23,,2545.87,1.5x geodesic distance,combinatorial,
p130,p24,,2563.93,1.5x geodesic distance,combinatorial,
p130,p25,,3109.29,1.5x geodesic distance,combinatorial,
p130,p26,,2938.99,1.5x geodesic distance,combinatorial,
p130,p27,,3540.97,1.5x geodesic distance,combinatorial,
p130,p28,,3417.53,1.5x geodesic distance,combinatorial,
p130,p29,,3094.89,1.5x geodesic distance,combinatorial,
p130,p3,,3342.89,1.5x geodesic distance,combinatorial,
p130,p30,,3396.43,1.5x geodesic distance,combinatorial,
p130,p31,,2930.16,1.5x geodesic distance,combinatorial,
p130,p32,,2381.51,1.5x geodesic distance,combinatorial,
p130,p33,,2618.73,1.5x geodesic distance,combinatorial,
p130,p34,,2633.99,1.5x geodesic distance,combinatorial,
p130,p35,,2543.99,1.5x geodesic distance,combinatorial,
p130,p36,,2181.54,1.5x geodesic distance,combinatorial,
p130,p37,,1897.85,1.5x geodesic distance,combinatorial,
p130,p38,,1905.86,1.5x geodesic distance,combinatorial,
p130,p39,,2457.67,1.5x geodesic distance,combinatorial,
p130,p4,,3481.19,1.5x geodesic distance,combinatorial,
p130,p40,,2080.88,1.5x geodesic distance,combinatorial,
p130,p41,,1894.56,1.5x geodesic distance,combinatorial,
p130,p42,,1846.39,1.5x geodesic distance,combinatorial,
p130,p43,,1637.76,1.5x geodesic distance,combinatorial,
p130,p44,,1826.86,1.5x geodesic distance,combinatorial,
p130,p45,,1792.67,1.5x geodesic distance,combinatorial,
p130,p46,,1492.62,1.5x geodesic distance,combinatorial,
p130,p47,,2854.53,1.5x geodesic distance,combinatorial,
p130,p48,,2647.24,1.5x geodesic distance,combinatorial,
p130,p49,,2468,1.5x geodesic distance,combinatorial,
p130,p5,,3756.62,1.5x geodesic distance,combinatorial,
p130,p50,,2226.29,1.5x geodesic distance,combinatorial,
p130,p51,,2076.5,1.5x geodesic distance,combinatorial,
p130,p52,,2368.46,1.5x geodesic distance,combinatorial,
p130,p53,,2111.69,1.5x geodesic distance,combinatorial,
p130,p54,,1851.74,1.5x geodesic distance,combinatorial,
p130,p55,,1832.91,1.5x geodesic distance,combinatorial,
p130,p56,,1947.91,1.5x geodesic distance,combinatorial,
p130,p57,,2188.52,1.5x geodesic distance,combinatorial,
p130,p58,,2044.95,1.5x geodesic distance,combinatorial,
p130,p59,,3089.69,1.5x geodesic distance,combinatorial,
p130,p6,,3866.86,1.5x geodesic distance,combinatorial,
p130,p60,,2690.08,1.5x geodesic distance,combinatorial,
p130,p61,,2870.6,1.5x geodesic distance,combinatorial,
p130,p62,,2778.29,1.5x geodesic distance,combinatorial,
p130,p63,,2319.17,1.5x geodesic distance,combinatorial,
p130,p64,,2540.19,1.5x geodesic distance,combinatorial,
p130,p65,,2644.33,1.5x geodesic distance,combinatorial,
p130,p66,,2301.83,1.5x geodesic distance,combinatorial,
p130,p67,,2403.63,1.5x geodesic distance,combinatorial,
p130,p68,,1696.12,1.5x geodesic distance,combinatorial,
p130,p69,,1590.77,1.5x geodesic distance,combinatorial,
p130,p7,,3387.22,1.5x geodesic distance,combinatorial,
p130,p70,,1705.17,1.5x geodesic distance,combinatorial,
p130,p71,,1662.63,1.5x geodesic distance,combinatorial,
p130,p72,,1540.84,1.5x geodesic distance,combinatorial,
p130,p73,,1683.48,1.5x geodesic distance,combinatorial,
p130,p74,,1230.52,1.5x geodesic distance,combinatorial,
p130,p75,,1249.67,1.5x geodesic distance,combinatorial,
p130,p76,,1279.05,1.5x geodesic distance,combinatorial,
p130,p77,,1436.58,1.5x geodesic distance,combinatorial,
p130,p78,,1360.55,1.5x geodesic distance,combinatorial,
p130,p79,,1248.97,1.5x geodesic distance,combinatorial,
p130,p8,,3860.83,1.5x geodesic distance,combinatorial,
p130,p80,,1254.07,1.5x geodesic distance,combinatorial,
p130,p81,,1472.69,1.5x geodesic distance,combinatorial,
p130,p82,,1426.87,1.5x geodesic distance,combinatorial,
p130,p83,,1333.77,1.5x geodesic distance,combinatorial,
p130,p84,,1638.05,1.5x geodesic distance,combinatorial,
p130,p85,,1885.48,1.5x geodesic distance,combinatorial,
p130,p86,,2005.83,1.5x geodesic distance,combinatorial,
p130,p87,,1889.68,1.5x geodesic distance,combinatorial,
p130,p88,,1661.39,1.5x geodesic distance,combinatorial,
p130,p89,,1586.53,1.5x geodesic distance,combinatorial,
p130,p9,,4007.38,1.5x geodesic distance,combinatorial,
p130,p90,,1871.31,1.5x geodesic distance,combinatorial,
p130,p91,,1841.82,1.5x geodesic distance,combinatorial,
p130,p92,,1411.84,1.5x geodesic distance,combinatorial,
p130,p93,,1342.47,1.5x geodesic distance,combinatorial,
p130,p94,,1414.55,1.5x geodesic distance,combinatorial,
p130,p95,,1219.35,1.5x geodesic distance,combinatorial,
p130,p96,,1264.96,1.5x geodesic distance,combinatorial,
p130,p97,,1103.62,1.5x geodesic distance,combinatorial,
p130,p98,,939.78,1.5x geodesic distance,combinatorial,
p130,p99,,730.38,1.5x geodesic distance,combinatorial,
p131,p1,,3740.2,1.5x geodesic distance,combinatorial,
p131,p10,,3892.1,1.5x geodesic distance,combinatorial,
p131,p100,,646.46,1.5x geodesic distance,combinatorial,
p131,p101,,1770.46,1.5x geodesic distance,combinatorial,
p131,p102,,1880.13,1.5x geodesic distance,combinatorial,
p131,p103,,921.83,1.5x geodesic distance,combinatorial,
p131,p104,,1114.05,1.5x geodesic distance,combinatorial,
p131,p105,,1096.21,1.5x geodesic distance,combinatorial,
p131,p106,,1211.37,1.5x geodesic distance,combinatorial,
p131,p107,,1381.82,1.5x geodesic distance,combinatorial,
p131,p108,,1357.55,1.5x geodesic distance,combinatorial,
p131,p109,,1236.67,1.5x geodesic distance,combinatorial,
p131,p11,,3871.55,1.5x geodesic distance,combinatorial,
p131,p110,,1040.45,1.5x geodesic distance,combinatorial,
p131,p111,,826,1.5x geodesic distance,combinatorial,
p131,p112,,962.82,1.5x geodesic distance,combinatorial,
p131,p113,,1061.84,1.5x geodesic distance,combinatorial,
p131,p114,,1102.22,1.5x geodesic distance,combinatorial,
p131,p115,,723.07,1.5x geodesic distance,combinatorial,
p131,p116,,883.22,1.5x geodesic distance,combinatorial,
p131,p117,,931.47,1.5x geodesic distance,combinatorial,
p131,p118,,879.84,1.5x geodesic distance,combinatorial,
p131,p119,,551.09,1.5x geodesic distance,combinatorial,
p131,p12,,3785.17,1.5x geodesic distance,combinatorial,
p131,p120,,571.01,1.5x geodesic distance,combinatorial,
p131,p121,,590.9,1.5x geodesic distance,combinatorial,
p131,p122,,401.19,1.5x geodesic distance,combinatorial,
p131,p123,,587.55,1.5x geodesic distance,combinatorial,
p131,p124,,605.43,1.5x geodesic distance,combinatorial,
p131,p125,,479.85,1.5x geodesic distance,combinatorial,
p131,p126,,360.68,1.5x geodesic distance,combinatorial,
p131,p13,,3566.17,1.5x geodesic distance,combinatorial,
p131,p14,,3390.63,1.5x geodesic distance,combinatorial,
p131,p15,,3393.3,1.5x geodesic distance,combinatorial,
p131,p16,,3088.69,1.5x geodesic distance,combinatorial,
p131,p17,,3170.26,1.5x geodesic distance,combinatorial,
p131,p18,,2974.22,1.5x geodesic distance,combinatorial,
p131,p19,,2646.11,1.5x geodesic distance,combinatorial,
p131,p2,,3632.17,1.5x geodesic distance,combinatorial,
p131,p20,,2794.96,1.5x geodesic distance,combinatorial,
p131,p21,,2828.47,1.5x geodesic distance,combinatorial,
p131,p22,,2676.86,1.5x geodesic distance,combinatorial,
p131,p23,,2592.54,1.5x geodesic distance,combinatorial,
p131,p24,,2602.51,1.5x geodesic distance,combinatorial,
p131,p25,,3150.58,1.5x geodesic distance,combinatorial,
p131,p26,,2978.38,1.5x geodesic distance,combinatorial,
p131,p27,,3571.33,1.5x geodesic distance,combinatorial,
p131,p28,,3444.2,1.5x geodesic distance,combinatorial,
p131,p29,,3123.52,1.5x geodesic distance,combinatorial,
p131,p3,,3398.56,1.5x geodesic distance,combinatorial,
p131,p30,,3419.38,1.5x geodesic distance,combinatorial,
p131,p31,,2955.24,1.5x geodesic distance,combinatorial,
p131,p32,,2427.09,1.5x geodesic distance,combinatorial,
p131,p33,,2653.83,1.5x geodesic distance,combinatorial,
p131,p34,,2666.72,1.5x geodesic distance,combinatorial,
p131,p35,,2595.67,1.5x geodesic distance,combinatorial,
p131,p36,,2233.9,1.5x geodesic distance,combinatorial,
p131,p37,,1950.67,1.5x geodesic distance,combinatorial,
p131,p38,,1948.21,1.5x geodesic distance,combinatorial,
p131,p39,,2497.59,1.5x geodesic distance,combinatorial,
p131,p4,,3536.34,1.5x geodesic distance,combinatorial,
p131,p40,,2115.25,1.5x geodesic distance,combinatorial,
p131,p41,,1928.57,1.5x geodesic distance,combinatorial,
p131,p42,,1901.24,1.5x geodesic distance,combinatorial,
p131,p43,,1684.71,1.5x geodesic distance,combinatorial,
p131,p44,,1872.04,1.5x geodesic distance,combinatorial,
p131,p45,,1830.47,1.5x geodesic distance,combinatorial,
p131,p46,,1534.79,1.5x geodesic distance,combinatorial,
p131,p47,,2873.43,1.5x geodesic distance,combinatorial,
p131,p48,,2663.52,1.5x geodesic distance,combinatorial,
p131,p49,,2492.12,1.5x geodesic distance,combinatorial,
p131,p5,,3810.12,1.5x geodesic distance,combinatorial,
p131,p50,,2242.36,1.5x geodesic distance,combinatorial,
p131,p51,,2092.53,1.5x geodesic distance,combinatorial,
p131,p52,,2395.66,1.5x geodesic distance,combinatorial,
p131,p53,,2134.6,1.5x geodesic distance,combinatorial,
p131,p54,,1876.79,1.5x geodesic distance,combinatorial,
p131,p55,,1849.13,1.5x geodesic distance,combinatorial,
p131,p56,,1961.25,1.5x geodesic distance,combinatorial,
p131,p57,,2191.32,1.5x geodesic distance,combinatorial,
p131,p58,,2030.94,1.5x geodesic distance,combinatorial,
p131,p59,,3107.18,1.5x geodesic distance,combinatorial,
p131,p6,,3915.59,1.5x geodesic distance,combinatorial,
p131,p60,,2702.48,1.5x geodesic distance,combinatorial,
p131,p61,,2881.67,1.5x geodesic distance,combinatorial,
p131,p62,,2790.9,1.5x geodesic distance,combinatorial,
p131,p63,,2326.42,1.5x geodesic distance,combinatorial,
p131,p64,,2542.12,1.5x geodesic distance,combinatorial,
p131,p65,,2645.64,1.5x geodesic distance,combinatorial,
p131,p66,,2296.75,1.5x geodesic distance,combinatorial,
p131,p67,,2400.23,1.5x geodesic distance,combinatorial,
p131,p68,,1740.09,1.5x geodesic distance,combinatorial,
p131,p69,,1627.71,1.5x geodesic distance,combinatorial,
p131,p7,,3436.66,1.5x geodesic distance,combinatorial,
p131,p70,,1739.03,1.5x geodesic distance,combinatorial,
p131,p71,,1690.05,1.5x geodesic distance,combinatorial,
p131,p72,,1558.74,1.5x geodesic distance,combinatorial,
p131,p73,,1700.57,1.5x geodesic distance,combinatorial,
p131,p74,,1285.39,1.5x geodesic distance,combinatorial,
p131,p75,,1295.18,1.5x geodesic distance,combinatorial,
p131,p76,,1323.25,1.5x geodesic distance,combinatorial,
p131,p77,,1479.47,1.5x geodesic distance,combinatorial,
p131,p78,,1399.05,1.5x geodesic distance,combinatorial,
p131,p79,,1286.97,1.5x geodesic distance,combinatorial,
p131,p8,,3907.75,1.5x geodesic distance,combinatorial,
p131,p80,,1285.39,1.5x geodesic distance,combinatorial,
p131,p81,,1504.2,1.5x geodesic distance,combinatorial,
p131,p82,,1453.88,1.5x geodesic distance,combinatorial,
p131,p83,,1356.18,1.5x geodesic distance,combinatorial,
p131,p84,,1648,1.5x geodesic distance,combinatorial,
p131,p85,,1891.14,1.5x geodesic distance,combinatorial,
p131,p86,,2003.69,1.5x geodesic distance,combinatorial,
p131,p87,,1882.73,1.5x geodesic distance,combinatorial,
p131,p88,,1657.81,1.5x geodesic distance,combinatorial,
p131,p89,,1575.49,1.5x geodesic distance,combinatorial,
p131,p9,,4048.77,1.5x geodesic distance,combinatorial,
p131,p90,,1854.3,1.5x geodesic distance,combinatorial,
p131,p91,,1821.91,1.5x geodesic distance,combinatorial,
p131,p92,,1411.61,1.5x geodesic distance,combinatorial,
p131,p93,,1345.39,1.5x geodesic distance,combinatorial,
p131,p94,,1397.58,1.5x geodesic distance,combinatorial,
p131,p95,,1199.79,1.5x geodesic distance,combinatorial,
p131,p96,,1228.65,1.5x geodesic distance,combinatorial,
p131,p97,,1079.6,1.5x geodesic distance,combinatorial,
p131,p98,,908.75,1.5x geodesic distance,combinatorial,
p131,p99,,689.37,1.5x geodesic distance,combinatorial,
p132,p1,,3646.78,1.5x geodesic distance,combinatorial,
p132,p10,,3734.12,1.5x geodesic distance,combinatorial,
p132,p100,,445.21,1.5x geodesic distance,combinatorial,
p132,p101,,1578.62,1.5x geodesic distance,combinatorial,
p132,p102,,1702.06,1.5x geodesic distance,combinatorial,
p132,p103,,774.59,1.5x geodesic distance,combinatorial,
p132,p104,,966.32,1.5x geodesic distance,combinatorial,
p132,p105,,932.59,1.5x geodesic distance,combinatorial,
p132,p106,,1034.88,1.5x geodesic distance,combinatorial,
p132,p107,,1194.79,1.5x geodesic distance,combinatorial,
p132,p108,,1168.47,1.5x geodesic distance,combinatorial,
p132,p109,,1047.54,1.5x geodesic distance,combinatorial,
p132,p11,,3708.38,1.5x geodesic distance,combinatorial,
p132,p110,,840.77,1.5x geodesic distance,combinatorial,
p132,p111,,663.28,1.5x geodesic distance,combinatorial,
p132,p112,,782.04,1.5x geodesic distance,combinatorial,
p132,p113,,881.39,1.5x geodesic distance,combinatorial,
p132,p114,,917.06,1.5x geodesic distance,combinatorial,
p132,p115,,540.26,1.5x geodesic distance,combinatorial,
p132,p116,,691.85,1.5x geodesic distance,combinatorial,
p132,p117,,733.92,1.5x geodesic distance,combinatorial,
p132,p118,,676.39,1.5x geodesic distance,combinatorial,
p132,p119,,367.53,1.5x geodesic distance,combinatorial,
p132,p12,,3650.46,1.5x geodesic distance,combinatorial,
p132,p120,,373.76,1.5x geodesic distance,combinatorial,
p132,p121,,391.33,1.5x geodesic distance,combinatorial,
p132,p122,,197.67,1.5x geodesic distance,combinatorial,
p132,p123,,384.01,1.5x geodesic distance,combinatorial,
p132,p124,,412.95,1.5x geodesic distance,combinatorial,
p132,p125,,278.64,1.5x geodesic distance,combinatorial,
p132,p126,,157.22,1.5x geodesic distance,combinatorial,
p132,p129,,341.05,1.5x geodesic distance,combinatorial,
p132,p13,,3412.19,1.5x geodesic distance,combinatorial,
p132,p14,,3287.71,1.5x geodesic distance,combinatorial,
