*r,rr,multiplier
p41,p1,1.259
p41,p2,1.236
p41,p3,1.227
p41,p4,1.22
p41,p5,1.23
p41,p6,1.244
p41,p7,1.173
p41,p8,1.243
p41,p9,1.467
p41,p10,1.377
p41,p11,1.321
p41,p12,1.242
p41,p13,1.195
p41,p14,1.237
p41,p15,1.175
p41,p16,1.178
p41,p17,1.146
p41,p18,1.086
p41,p19,1.048
p41,p20,1.085
p41,p21,1.094
p41,p22,1.083
p41,p23,1.052
p41,p24,1.071
p41,p25,1.179
p41,p26,1.171
p41,p27,1.203
p41,p28,1.214
p41,p29,1.146
p41,p30,1.127
p41,p31,1.112
p41,p32,1.029
p41,p33,1.059
p41,p34,1.052
p41,p35,1.052
p41,p36,1.021
p41,p37,1.029
p41,p38,1.043
p41,p39,1.045
p41,p40,1.038
p41,p42,1.035
p41,p43,1.029
p41,p44,1.04
p41,p45,1.045
p41,p46,1.073
p41,p47,1.033
p41,p48,1.023
p41,p49,1.035
p41,p50,1.03
p41,p51,1.06
p41,p52,1.046
p41,p53,1.035
p41,p54,1.057
p41,p55,1.055
p41,p56,1.053
p41,p57,1.102
p41,p58,1.076
p41,p59,1.073
p41,p60,1.024
p41,p61,1.061
p41,p62,1.027
p41,p63,1.173
p41,p64,1.235
p41,p65,1.26
p41,p66,1.112
p41,p67,1.177
p41,p68,1.022
p41,p69,1.044
p41,p70,1.072
p41,p71,1.075
p41,p72,1.062
p41,p73,1.099
p41,p74,1.11
p41,p75,1.073
p41,p76,1.076
p41,p77,1.079
p41,p78,1.072
p41,p79,1.062
p41,p80,1.055
p41,p81,1.069
p41,p82,1.078
p41,p83,1.051
p41,p84,1.122
p41,p85,1.093
p41,p86,1.098
p41,p87,1.071
p41,p88,1.138
p41,p89,1.261
p41,p90,1.169
p41,p91,1.205
p41,p92,1.171
p41,p93,1.103
p41,p94,1.367
p41,p95,1.428
p41,p96,1.491
p41,p97,1.449
p41,p98,1.485
p41,p99,1.499
p41,p100,1.751
p41,p101,1.392
p41,p102,1.413
p41,p103,1.053
p41,p104,1.06
p41,p105,1.119
p41,p106,1.045
p41,p107,1.046
p41,p108,1.049
p41,p109,1.12
p41,p110,1.313
p41,p111,1.228
p41,p112,1.251
p41,p113,1.186
p41,p114,1.231
p41,p115,1.441
p41,p116,1.405
p41,p117,1.471
p41,p118,1.43
p41,p119,1.63
p41,p120,1.744
p41,p121,1.735
p41,p122,1.856
p41,p123,1.816
p41,p124,1.845
p41,p125,1.841
p41,p126,1.844
p41,p127,1.658
p41,p128,1.982
p41,p129,1.708
p41,p130,1.876
p41,p131,1.896
p41,p132,1.779
p41,p133,1.859
p41,p134,1.986
p42,p1,1.27
p42,p2,1.245
p42,p3,1.236
p42,p4,1.228
p42,p5,1.294
p42,p6,1.237
p42,p7,1.179
p42,p8,1.228
p42,p9,1.438
p42,p10,1.333
p42,p11,1.273
p42,p12,1.226
p42,p13,1.173
p42,p14,1.247
p42,p15,1.183
p42,p16,1.155
p42,p17,1.143
p42,p18,1.074
p42,p19,1.029
p42,p20,1.066
p42,p21,1.105
p42,p22,1.043
p42,p23,1.046
p42,p24,1.055
p42,p25,1.148
p42,p26,1.133
p42,p27,1.174
p42,p28,1.181
p42,p29,1.124
p42,p30,1.098
p42,p31,1.097
p42,p32,1.029
p42,p33,1.059
p42,p34,1.06
p42,p35,1.043
p42,p36,1.017
p42,p37,1.01
p42,p38,1.017
p42,p39,1.038
p42,p40,1.021
p42,p41,1.035
p42,p43,1.062
p42,p44,1.026
p42,p45,1.03
p42,p46,1.101
p42,p47,1.019
p42,p48,1.016
p42,p49,1.018
p42,p50,1.029
p42,p51,1.039
p42,p52,1.019
p42,p53,1.031
p42,p54,1.042
p42,p55,1.043
p42,p56,1.05
p42,p57,1.069
p42,p58,1.053
p42,p59,1.049
p42,p60,1.018
p42,p61,1.043
p42,p62,1.02
p42,p63,1.108
p42,p64,1.161
p42,p65,1.18
p42,p66,1.08
p42,p67,1.124
p42,p68,1.024
p42,p69,1.021
p42,p70,1.019
p42,p71,1.025
p42,p72,1.028
p42,p73,1.034
p42,p74,1.174
p42,p75,1.085
p42,p76,1.079
p42,p77,1.105
p42,p78,1.109
p42,p79,1.083
p42,p80,1.09
p42,p81,1.028
p42,p82,1.028
p42,p83,1.03
p42,p84,1.052
p42,p85,1.069
p42,p86,1.064
p42,p87,1.03
p42,p88,1.072
p42,p89,1.168
p42,p90,1.104
p42,p91,1.15
p42,p92,1.098
p42,p93,1.063
p42,p94,1.243
p42,p95,1.327
p42,p96,1.387
p42,p97,1.347
p42,p98,1.382
p42,p99,1.403
p42,p100,1.668
p42,p101,1.283
p42,p102,1.311
p42,p103,1.08
p42,p104,1.091
p42,p105,1.135
p42,p106,1.03
p42,p107,1.025
p42,p108,1.03
p42,p109,1.095
p42,p110,1.232
p42,p111,1.219
p42,p112,1.231
p42,p113,1.175
p42,p114,1.221
p42,p115,1.397
p42,p116,1.347
p42,p117,1.402
p42,p118,1.333
p42,p119,1.561
p42,p120,1.66
p42,p121,1.653
p42,p122,1.765
p42,p123,1.727
p42,p124,1.764
p42,p125,1.753
p42,p126,1.756
p42,p127,1.597
p42,p128,1.883
p42,p129,1.646
p42,p130,1.796
p42,p131,1.814
p42,p132,1.71
p42,p133,1.782
p42,p134,1.899
p43,p1,1.255
p43,p2,1.232
p43,p3,1.222
p43,p4,1.216
p43,p5,1.277
p43,p6,1.226
p43,p7,1.167
p43,p8,1.225
p43,p9,1.43
p43,p10,1.335
p43,p11,1.287
p43,p12,1.223
p43,p13,1.171
p43,p14,1.232
p43,p15,1.169
p43,p16,1.17
p43,p17,1.142
p43,p18,1.078
p43,p19,1.029
p43,p20,1.059
p43,p21,1.089
p43,p22,1.077
p43,p23,1.054
p43,p24,1.048
p43,p25,1.146
p43,p26,1.13
p43,p27,1.184
p43,p28,1.192
p43,p29,1.134
p43,p30,1.107
p43,p31,1.102
p43,p32,1.034
p43,p33,1.049
p43,p34,1.054
p43,p35,1.041
p43,p36,1.022
p43,p37,1.056
p43,p38,1.034
p43,p39,1.031
p43,p40,1.037
p43,p41,1.029
p43,p42,1.062
p43,p44,1.033
p43,p45,1.023
p43,p46,1.119
p43,p47,1.026
p43,p48,1.02
p43,p49,1.023
p43,p50,1.028
p43,p51,1.037
p43,p52,1.028
p43,p53,1.026
p43,p54,1.044
p43,p55,1.072
p43,p56,1.066
p43,p57,1.105
p43,p58,1.05
p43,p59,1.056
p43,p60,1.021
p43,p61,1.049
p43,p62,1.023
p43,p63,1.114
p43,p64,1.181
p43,p65,1.198
p43,p66,1.109
p43,p67,1.16
p43,p68,1.065
p43,p69,1.029
p43,p70,1.044
p43,p71,1.046
p43,p72,1.032
p43,p73,1.05
p43,p74,1.16
p43,p75,1.091
p43,p76,1.092
p43,p77,1.125
p43,p78,1.116
p43,p79,1.097
p43,p80,1.099
p43,p81,1.031
p43,p82,1.034
p43,p83,1.032
p43,p84,1.068
p43,p85,1.098
p43,p86,1.058
p43,p87,1.032
p43,p88,1.086
p43,p89,1.204
p43,p90,1.121
p43,p91,1.176
p43,p92,1.122
p43,p93,1.078
p43,p94,1.296
p43,p95,1.399
p43,p96,1.458
p43,p97,1.42
p43,p98,1.457
p43,p99,1.473
p43,p100,1.793
p43,p101,1.324
p43,p102,1.35
p43,p103,1.08
p43,p104,1.094
p43,p105,1.157
p43,p106,1.043
p43,p107,1.028
p43,p108,1.034
p43,p109,1.12
p43,p110,1.289
p43,p111,1.261
p43,p112,1.278
p43,p113,1.211
p43,p114,1.222
p43,p115,1.479
p43,p116,1.424
p43,p117,1.489
p43,p118,1.403
p43,p119,1.67
p43,p120,1.787
p43,p121,1.777
p43,p122,1.898
p43,p123,1.858
p43,p124,1.882
p43,p125,1.882
p43,p126,1.884
p43,p127,1.69
p43,p128,2.023
p43,p129,1.739
p43,p130,1.912
p43,p131,1.931
p43,p132,1.812
p43,p133,1.893
p43,p134,2.022
p44,p1,1.268
p44,p2,1.244
p44,p3,1.235
p44,p4,1.227
p44,p5,1.291
p44,p6,1.244
p44,p7,1.188
p44,p8,1.243
p44,p9,1.464
p44,p10,1.355
p44,p11,1.304
p44,p12,1.242
p44,p13,1.185
p44,p14,1.246
p44,p15,1.19
p44,p16,1.198
p44,p17,1.148
p44,p18,1.081
p44,p19,1.033
p44,p20,1.056
p44,p21,1.109
p44,p22,1.093
p44,p23,1.066
p44,p24,1.053
p44,p25,1.163
p44,p26,1.146
p44,p27,1.195
p44,p28,1.205
p44,p29,1.144
p44,p30,1.11
p44,p31,1.112
p44,p32,1.049
p44,p33,1.072
p44,p34,1.079
p44,p35,1.033
p44,p36,1.027
p44,p37,1.009
p44,p38,1.025
p44,p39,1.032
p44,p40,1.028
p44,p41,1.04
p44,p42,1.026
p44,p43,1.033
p44,p45,1.01
p44,p46,1.072
p44,p47,1.024
p44,p48,1.017
p44,p49,1.019
p44,p50,1.026
p44,p51,1.042
p44,p52,1.023
p44,p53,1.028
p44,p54,1.043
p44,p55,1.048
p44,p56,1.053
p44,p57,1.079
p44,p58,1.057
p44,p59,1.057
p44,p60,1.018
p44,p61,1.048
p44,p62,1.021
p44,p63,1.125
p44,p64,1.188
p44,p65,1.209
p44,p66,1.09
p44,p67,1.142
p44,p68,1.013
p44,p69,1.023
p44,p70,1.01
p44,p71,1.025
p44,p72,1.033
p44,p73,1.038
p44,p74,1.122
p44,p75,1.071
p44,p76,1.071
p44,p77,1.079
p44,p78,1.084
p44,p79,1.074
p44,p80,1.04
p44,p81,1.022
p44,p82,1.029
p44,p83,1.022
p44,p84,1.061
p44,p85,1.08
p44,p86,1.071
p44,p87,1.05
p44,p88,1.087
p44,p89,1.205
p44,p90,1.133
p44,p91,1.164
p44,p92,1.128
p44,p93,1.087
p44,p94,1.303
p44,p95,1.386
p44,p96,1.437
p44,p97,1.407
p44,p98,1.444
p44,p99,1.461
p44,p100,1.707
p44,p101,1.323
p44,p102,1.35
p44,p103,1.034
p44,p104,1.036
p44,p105,1.08
p44,p106,1.016
p44,p107,1.037
p44,p108,1.04
p44,p109,1.102
p44,p110,1.278
p44,p111,1.2
p44,p112,1.196
p44,p113,1.134
p44,p114,1.184
p44,p115,1.405
p44,p116,1.342
p44,p117,1.405
p44,p118,1.39
p44,p119,1.589
p44,p120,1.699
p44,p121,1.691
p44,p122,1.811
p44,p123,1.771
p44,p124,1.805
p44,p125,1.797
p44,p126,1.8
p44,p127,1.624
p44,p128,1.936
p44,p129,1.675
p44,p130,1.838
p44,p131,1.857
p44,p132,1.744
p44,p133,1.822
p44,p134,1.947
p45,p1,1.252
p45,p2,1.228
p45,p3,1.218
p45,p4,1.212
p45,p5,1.233
p45,p6,1.249
p45,p7,1.179
p45,p8,1.248
p45,p9,1.468
p45,p10,1.357
p45,p11,1.304
p45,p12,1.248
p45,p13,1.2
p45,p14,1.228
p45,p15,1.181
p45,p16,1.185
p45,p17,1.136
p45,p18,1.077
p45,p19,1.048
p45,p20,1.05
p45,p21,1.103
p45,p22,1.092
p45,p23,1.06
p45,p24,1.056
p45,p25,1.187
p45,p26,1.165
p45,p27,1.191
p45,p28,1.201
p45,p29,1.135
p45,p30,1.127
p45,p31,1.107
p45,p32,1.03
p45,p33,1.053
p45,p34,1.049
p45,p35,1.034
p45,p36,1.026
p45,p37,1.007
p45,p38,1.049
p45,p39,1.058
p45,p40,1.031
p45,p41,1.045
p45,p42,1.03
p45,p43,1.023
p45,p44,1.01
p45,p46,1.058
p45,p47,1.032
p45,p48,1.023
p45,p49,1.031
p45,p50,1.031
p45,p51,1.048
p45,p52,1.044
p45,p53,1.03
p45,p54,1.067
p45,p55,1.063
p45,p56,1.068
p45,p57,1.095
p45,p58,1.065
p45,p59,1.067
p45,p60,1.024
p45,p61,1.057
p45,p62,1.027
p45,p63,1.145
p45,p64,1.219
p45,p65,1.237
p45,p66,1.105
p45,p67,1.165
p45,p68,1.008
p45,p69,1.03
p45,p70,1.035
p45,p71,1.054
p45,p72,1.07
p45,p73,1.06
p45,p74,1.113
p45,p75,1.062
p45,p76,1.068
p45,p77,1.067
p45,p78,1.076
p45,p79,1.063
p45,p80,1.037
p45,p81,1.026
p45,p82,1.03
p45,p83,1.025
p45,p84,1.09
p45,p85,1.099
p45,p86,1.085
p45,p87,1.06
p45,p88,1.116
p45,p89,1.251
p45,p90,1.154
p45,p91,1.189
p45,p92,1.151
p45,p93,1.092
p45,p94,1.344
p45,p95,1.422
p45,p96,1.481
p45,p97,1.444
p45,p98,1.481
p45,p99,1.495
p45,p100,1.777
p45,p101,1.37
p45,p102,1.393
p45,p103,1.041
p45,p104,1.045
p45,p105,1.096
p45,p106,1.019
p45,p107,1.032
p45,p108,1.036
p45,p109,1.105
p45,p110,1.305
p45,p111,1.229
p45,p112,1.226
p45,p113,1.155
p45,p114,1.214
p45,p115,1.455
p45,p116,1.386
p45,p117,1.453
p45,p118,1.424
p45,p119,1.652
p45,p120,1.771
p45,p121,1.761
p45,p122,1.885
p45,p123,1.844
p45,p124,1.87
p45,p125,1.869
p45,p126,1.871
p45,p127,1.676
p45,p128,2.013
p45,p129,1.726
p45,p130,1.901
p45,p131,1.921
p45,p132,1.8
p45,p133,1.883
p45,p134,2.012
p46,p1,1.238
p46,p2,1.215
p46,p3,1.205
p46,p4,1.2
p46,p5,1.258
p46,p6,1.224
p46,p7,1.17
p46,p8,1.223
p46,p9,1.418
p46,p10,1.316
p46,p11,1.27
p46,p12,1.221
p46,p13,1.172
p46,p14,1.213
p46,p15,1.171
p46,p16,1.173
p46,p17,1.131
p46,p18,1.077
p46,p19,1.037
p46,p20,1.058
p46,p21,1.1
p46,p22,1.082
p46,p23,1.064
p46,p24,1.051
p46,p25,1.149
p46,p26,1.134
p46,p27,1.17
p46,p28,1.176
p46,p29,1.119
p46,p30,1.115
p46,p31,1.1
p46,p32,1.06
p46,p33,1.049
p46,p34,1.05
p46,p35,1.042
p46,p36,1.036
p46,p37,1.076
p46,p38,1.052
p46,p39,1.049
p46,p40,1.043
p46,p41,1.073
p46,p42,1.101
p46,p43,1.119
p46,p44,1.072
p46,p45,1.058
p46,p47,1.047
p46,p48,1.039
p46,p49,1.052
p46,p50,1.044
p46,p51,1.051
p46,p52,1.056
p46,p53,1.047
p46,p54,1.068
p46,p55,1.09
p46,p56,1.074
p46,p57,1.111
p46,p58,1.063
p46,p59,1.074
p46,p60,1.039
p46,p61,1.065
p46,p62,1.04
p46,p63,1.124
p46,p64,1.189
p46,p65,1.216
p46,p66,1.075
p46,p67,1.112
p46,p68,1.113
p46,p69,1.097
p46,p70,1.068
p46,p71,1.086
p46,p72,1.068
p46,p73,1.097
p46,p74,1.143
p46,p75,1.067
p46,p76,1.076
p46,p77,1.095
p46,p78,1.117
p46,p79,1.094
p46,p80,1.085
p46,p81,1.132
p46,p82,1.067
p46,p83,1.052
p46,p84,1.061
p46,p85,1.054
p46,p86,1.047
p46,p87,1.045
p46,p88,1.11
p46,p89,1.242
p46,p90,1.142
p46,p91,1.202
p46,p92,1.15
p46,p93,1.097
p46,p94,1.34
p46,p95,1.456
p46,p96,1.511
p46,p97,1.478
p46,p98,1.514
p46,p99,1.524
p46,p100,1.902
p46,p101,1.357
p46,p102,1.381
p46,p103,1.068
p46,p104,1.084
p46,p105,1.17
p46,p106,1.067
p46,p107,1.039
p46,p108,1.046
p46,p109,1.155
p46,p110,1.337
p46,p111,1.295
p46,p112,1.321
p46,p113,1.237
p46,p114,1.304
p46,p115,1.553
p46,p116,1.492
p46,p117,1.565
p46,p118,1.457
p46,p119,1.767
p46,p120,1.9
p46,p121,1.887
p46,p122,2.011
p46,p123,1.972
p46,p124,1.98
p46,p125,1.992
p46,p126,1.993
p46,p127,1.767
p46,p128,2.141
p46,p129,1.814
p46,p130,2.006
p46,p131,2.027
p46,p132,1.895
p46,p133,1.983
p46,p134,2.12
p47,p1,1.302
p47,p2,1.269
p47,p3,1.276
p47,p4,1.27
p47,p5,1.299
p47,p6,1.305
p47,p7,1.249
p47,p8,1.305
p47,p9,1.606
p47,p10,1.469
p47,p11,1.395
p47,p12,1.357
p47,p13,1.276
p47,p14,1.278
p47,p15,1.255
p47,p16,1.163
p47,p17,1.188
p47,p18,1.068
p47,p19,1.04
p47,p20,1.085
p47,p21,1.118
p47,p22,1.093
p47,p23,1.041
p47,p24,1.058
p47,p25,1.292
p47,p26,1.296
p47,p27,1.352
p47,p28,1.245
p47,p29,1.254
p47,p30,1.237
p47,p31,1.315
p47,p32,1.037
p47,p33,1.097
p47,p34,1.082
p47,p35,1.036
p47,p36,1.028
p47,p37,1.02
p47,p38,1.025
p47,p39,1.041
p47,p40,1.022
p47,p41,1.033
p47,p42,1.019
p47,p43,1.026
p47,p44,1.024
p47,p45,1.032
p47,p46,1.047
p47,p48,1.044
p47,p49,1.035
p47,p50,1.031
p47,p51,1.034
p47,p52,1.027
p47,p53,1.023
p47,p54,1.03
p47,p55,1.029
p47,p56,1.043
p47,p57,1.073
p47,p58,1.057
p47,p59,1.275
p47,p60,1.019
p47,p61,1.2
p47,p62,1.078
p47,p63,1.365
p47,p64,1.34
p47,p65,1.349
p47,p66,1.401
p47,p67,1.379
p47,p68,1.024
p47,p69,1.047
p47,p70,1.05
p47,p71,1.038
p47,p72,1.04
p47,p73,1.04
p47,p74,1.068
p47,p75,1.055
p47,p76,1.055
p47,p77,1.049
p47,p78,1.058
p47,p79,1.046
p47,p80,1.034
p47,p81,1.044
p47,p82,1.031
p47,p83,1.028
p47,p84,1.075
p47,p85,1.071
p47,p86,1.067
p47,p87,1.065
p47,p88,1.094
p47,p89,1.185
p47,p90,1.151
p47,p91,1.184
p47,p92,1.127
p47,p93,1.097
p47,p94,1.259
p47,p95,1.328
p47,p96,1.359
p47,p97,1.37
p47,p98,1.353
p47,p99,1.374
p47,p100,1.441
p47,p101,1.329
p47,p102,1.362
p47,p103,1.028
p47,p104,1.033
p47,p105,1.053
p47,p106,1.029
p47,p107,1.054
p47,p108,1.058
p47,p109,1.094
p47,p110,1.219
p47,p111,1.121
p47,p112,1.128
p47,p113,1.096
p47,p114,1.131
p47,p115,1.247
p47,p116,1.229
p47,p117,1.281
p47,p118,1.309
p47,p119,1.372
p47,p120,1.497
p47,p121,1.493
p47,p122,1.538
p47,p123,1.484
p47,p124,1.553
p47,p125,1.53
p47,p126,1.534
p47,p127,1.424
p47,p128,1.639
p47,p129,1.471
p47,p130,1.585
p47,p131,1.6
p47,p132,1.519
p47,p133,1.577
p47,p134,1.674
p48,p1,1.225
p48,p2,1.19
p48,p3,1.18
p48,p4,1.191
p48,p5,1.282
p48,p6,1.285
p48,p7,1.155
p48,p8,1.285
p48,p9,1.539
p48,p10,1.385
p48,p11,1.316
p48,p12,1.31
p48,p13,1.224
p48,p14,1.265
p48,p15,1.156
p48,p16,1.155
p48,p17,1.114
p48,p18,1.064
p48,p19,1.035
p48,p20,1.081
p48,p21,1.108
p48,p22,1.08
p48,p23,1.033
p48,p24,1.041
p48,p25,1.26
p48,p26,1.292
p48,p27,1.272
p48,p28,1.164
p48,p29,1.153
p48,p30,1.144
p48,p31,1.154
p48,p32,1.036
p48,p33,1.076
p48,p34,1.053
p48,p35,1.03
p48,p36,1.034
p48,p37,1.019
p48,p38,1.019
p48,p39,1.027
p48,p40,1.014
p48,p41,1.023
p48,p42,1.016
p48,p43,1.02
p48,p44,1.017
p48,p45,1.023
p48,p46,1.039
p48,p47,1.044
p48,p49,1.023
p48,p50,1.033
p48,p51,1.037
p48,p52,1.013
p48,p53,1.036
p48,p54,1.039
p48,p55,1.037
p48,p56,1.046
p48,p57,1.082
p48,p58,1.061
p48,p59,1.111
p48,p60,1.015
p48,p61,1.188
p48,p62,1.055
p48,p63,1.531
p48,p64,1.479
p48,p65,1.423
p48,p66,1.547
p48,p67,1.523
p48,p68,1.017
p48,p69,1.044
p48,p70,1.048
p48,p71,1.048
p48,p72,1.049
p48,p73,1.047
p48,p74,1.063
p48,p75,1.063
p48,p76,1.064
p48,p77,1.042
p48,p78,1.067
p48,p79,1.056
p48,p80,1.039
p48,p81,1.054
p48,p82,1.037
p48,p83,1.033
p48,p84,1.082
p48,p85,1.079
p48,p86,1.074
p48,p87,1.071
p48,p88,1.104
p48,p89,1.204
p48,p90,1.166
p48,p91,1.202
p48,p92,1.139
p48,p93,1.106
p48,p94,1.284
p48,p95,1.357
p48,p96,1.387
p48,p97,1.401
p48,p98,1.38
p48,p99,1.4
p48,p100,1.473
p48,p101,1.353
p48,p102,1.386
p48,p103,1.031
p48,p104,1.038
p48,p105,1.06
p48,p106,1.034
p48,p107,1.061
p48,p108,1.066
p48,p109,1.105
p48,p110,1.24
p48,p111,1.132
p48,p112,1.141
p48,p113,1.107
p48,p114,1.145
p48,p115,1.268
p48,p116,1.25
p48,p117,1.306
p48,p118,1.335
p48,p119,1.4
p48,p120,1.534
p48,p121,1.53
p48,p122,1.574
p48,p123,1.519
p48,p124,1.587
p48,p125,1.566
p48,p126,1.569
p48,p127,1.451
p48,p128,1.678
p48,p129,1.499
p48,p130,1.62
p48,p131,1.635
p48,p132,1.55
p48,p133,1.611
p48,p134,1.712
p49,p1,1.252
p49,p2,1.214
p49,p3,1.2
p49,p4,1.215
p49,p5,1.236
p49,p6,1.325
p49,p7,1.179
p49,p8,1.325
p49,p9,1.638
p49,p10,1.528
p49,p11,1.321
p49,p12,1.354
p49,p13,1.299
p49,p14,1.305
p49,p15,1.181
p49,p16,1.186
p49,p17,1.125
p49,p18,1.066
p49,p19,1.031
p49,p20,1.089
p49,p21,1.127
p49,p22,1.09
p49,p23,1.027
p49,p24,1.043
p49,p25,1.375
p49,p26,1.329
p49,p27,1.309
p49,p28,1.289
p49,p29,1.296
p49,p30,1.18
p49,p31,1.198
p49,p32,1.029
p49,p33,1.121
p49,p34,1.091
p49,p35,1.024
p49,p36,1.038
p49,p37,1.019
p49,p38,1.022
p49,p39,1.017
p49,p40,1.014
p49,p41,1.035
p49,p42,1.018
p49,p43,1.023
p49,p44,1.019
p49,p45,1.031
p49,p46,1.052
p49,p47,1.035
p49,p48,1.023
p49,p50,1.025
p49,p51,1.041
p49,p52,1.008
p49,p53,1.019
p49,p54,1.022
p49,p55,1.044
p49,p56,1.053
p49,p57,1.084
p49,p58,1.062
p49,p59,1.111
p49,p60,1.028
p49,p61,1.096
p49,p62,1.03
p49,p63,1.264
p49,p64,1.362
p49,p65,1.279
p49,p66,1.1
p49,p67,1.369
p49,p68,1.019
p49,p69,1.043
p49,p70,1.044
p49,p71,1.034
p49,p72,1.046
p49,p73,1.056
p49,p74,1.077
p49,p75,1.055
p49,p76,1.057
p49,p77,1.055
p49,p78,1.056
p49,p79,1.042
p49,p80,1.032
p49,p81,1.04
p49,p82,1.031
p49,p83,1.027
p49,p84,1.091
p49,p85,1.062
p49,p86,1.075
p49,p87,1.072
p49,p88,1.092
p49,p89,1.202
p49,p90,1.172
p49,p91,1.209
p49,p92,1.167
p49,p93,1.117
p49,p94,1.292
p49,p95,1.368
p49,p96,1.399
p49,p97,1.391
p49,p98,1.425
p49,p99,1.442
p49,p100,1.524
p49,p101,1.363
p49,p102,1.385
p49,p103,1.027
p49,p104,1.033
p49,p105,1.06
p49,p106,1.029
p49,p107,1.071
p49,p108,1.076
p49,p109,1.122
p49,p110,1.274
p49,p111,1.142
p49,p112,1.153
p49,p113,1.115
p49,p114,1.16
p49,p115,1.293
p49,p116,1.277
p49,p117,1.339
p49,p118,1.376
p49,p119,1.439
p49,p120,1.589
p49,p121,1.584
p49,p122,1.626
p49,p123,1.573
p49,p124,1.636
p49,p125,1.616
p49,p126,1.62
p49,p127,1.489
p49,p128,1.737
p49,p129,1.539
p49,p130,1.67
p49,p131,1.686
p49,p132,1.594
p49,p133,1.66
p49,p134,1.767
p50,p1,1.229
p50,p2,1.194
p50,p3,1.177
p50,p4,1.195
p50,p5,1.215
p50,p6,1.227
p50,p7,1.159
p50,p8,1.226
p50,p9,1.472
p50,p10,1.391
p50,p11,1.262
p50,p12,1.224
p50,p13,1.192
p50,p14,1.271
p50,p15,1.16
p50,p16,1.16
p50,p17,1.109
p50,p18,1.058
p50,p19,1.024
p50,p20,1.074
p50,p21,1.107
p50,p22,1.074
p50,p23,1.023
p50,p24,1.041
p50,p25,1.161
p50,p26,1.237
p50,p27,1.228
p50,p28,1.236
p50,p29,1.151
p50,p30,1.122
p50,p31,1.121
p50,p32,1.022
p50,p33,1.072
p50,p34,1.05
p50,p35,1.021
p50,p36,1.026
p50,p37,1.028
p50,p38,1.033
p50,p39,1.016
p50,p40,1.025
p50,p41,1.03
p50,p42,1.029
p50,p43,1.028
p50,p44,1.026
p50,p45,1.031
p50,p46,1.044
p50,p47,1.031
p50,p48,1.033
p50,p49,1.025
p50,p51,1.085
p50,p52,1.031
p50,p53,1.032
p50,p54,1.047
p50,p55,1.073
p50,p56,1.078
p50,p57,1.163
p50,p58,1.092
p50,p59,1.076
p50,p60,1.034
p50,p61,1.093
p50,p62,1.038
p50,p63,1.409
p50,p64,1.483
p50,p65,1.492
p50,p66,1.156
p50,p67,1.468
p50,p68,1.025
p50,p69,1.045
p50,p70,1.043
p50,p71,1.055
p50,p72,1.094
p50,p73,1.093
p50,p74,1.066
p50,p75,1.051
p50,p76,1.052
p50,p77,1.048
p50,p78,1.056
p50,p79,1.046
p50,p80,1.068
p50,p81,1.062
p50,p82,1.068
p50,p83,1.05
p50,p84,1.125
p50,p85,1.111
p50,p86,1.133
p50,p87,1.112
p50,p88,1.136
p50,p89,1.277
p50,p90,1.237
p50,p91,1.282
p50,p92,1.195
p50,p93,1.144
p50,p94,1.383
p50,p95,1.467
p50,p96,1.491
p50,p97,1.514
p50,p98,1.487
p50,p99,1.5
p50,p100,1.595
p50,p101,1.443
p50,p102,1.453
p50,p103,1.043
p50,p104,1.048
p50,p105,1.084
p50,p106,1.05
p50,p107,1.092
p50,p108,1.098
p50,p109,1.151
p50,p110,1.33
p50,p111,1.173
p50,p112,1.19
p50,p113,1.148
p50,p114,1.218
p50,p115,1.342
p50,p116,1.329
p50,p117,1.398
p50,p118,1.436
p50,p119,1.5
p50,p120,1.67
p50,p121,1.663
p50,p122,1.699
p50,p123,1.648
p50,p124,1.704
p50,p125,1.688
p50,p126,1.692
p50,p127,1.544
p50,p128,1.815
p50,p129,1.595
p50,p130,1.737
p50,p131,1.755
p50,p132,1.655
p50,p133,1.725
p50,p134,1.839
p51,p1,1.227
p51,p2,1.192
p51,p3,1.185
p51,p4,1.192
p51,p5,1.212
p51,p6,1.225
p51,p7,1.157
p51,p8,1.224
p51,p9,1.428
p51,p10,1.364
p51,p11,1.246
p51,p12,1.221
p51,p13,1.179
p51,p14,1.192
p51,p15,1.158
p51,p16,1.158
p51,p17,1.117
p51,p18,1.066
p51,p19,1.028
p51,p20,1.085
p51,p21,1.116
p51,p22,1.086
p51,p23,1.035
p51,p24,1.051
p51,p25,1.159
p51,p26,1.155
p51,p27,1.21
p51,p28,1.215
p51,p29,1.141
p51,p30,1.114
p51,p31,1.114
p51,p32,1.032
p51,p33,1.059
p51,p34,1.046
p51,p35,1.029
p51,p36,1.027
p51,p37,1.045
p51,p38,1.051
p51,p39,1.036
p51,p40,1.027
p51,p41,1.06
p51,p42,1.039
p51,p43,1.037
p51,p44,1.042
p51,p45,1.048
p51,p46,1.051
p51,p47,1.034
p51,p48,1.037
p51,p49,1.041
p51,p50,1.085
p51,p52,1.028
p51,p53,1.052
p51,p54,1.04
p51,p55,1.07
p51,p56,1.127
p51,p57,1.158
p51,p58,1.084
p51,p59,1.072
p51,p60,1.037
p51,p61,1.087
p51,p62,1.04
p51,p63,1.323
p51,p64,1.394
p51,p65,1.425
p51,p66,1.153
p51,p67,1.259
p51,p68,1.036
p51,p69,1.039
