from_ba,to_ba,WKT
p40,p55,"LINESTRING(-98.357986289243 40.9222682892426,-93.319999228676 37.1800160919621)"
p55,p40,"LINESTRING(-93.319999228676 37.1800160919621,-98.357986289243 40.9222682892426)"
p176,p193,"LINESTRING(-98.8880381360018 21.5196545172561,-94.634006603569 17.8586152701758)"
p193,p176,"LINESTRING(-94.634006603569 17.8586152701758,-98.8880381360018 21.5196545172561)"
p41,p51,"LINESTRING(-96.0099900734133 41.2400008331892,-95.9300207944416 36.120003274575)"
p51,p41,"LINESTRING(-95.9300207944416 36.120003274575,-96.0099900734133 41.2400008331892)"
p158,p203,"LINESTRING(-109.478722970365 30.4118017092501,-115.578396421413 32.4501042047207)"
p203,p158,"LINESTRING(-115.578396421413 32.4501042047207,-109.478722970365 30.4118017092501)"
p122,p146,"LINESTRING(-75.1719418320079 40.0019190225265,-80.6923455145141 43.5705988144701)"
p146,p122,"LINESTRING(-80.6923455145141 43.5705988144701,-75.1719418320079 40.0019190225265)"
p75,p111,"LINESTRING(-88.0000138770922 44.5299808950513,-81.6969440699897 41.4719326537173)"
p97,p113,"LINESTRING(-80.8319839462883 35.206940384812,-84.2019332871221 39.7523218545566)"
p101,p96,"LINESTRING(-82.4605667099668 27.9489337929859,-79.9921047380627 32.7923769317883)"
p96,p101,"LINESTRING(-79.9921047380627 32.7923769317883,-82.4605667099668 27.9489337929859)"
p168,p177,"LINESTRING(-102.162149643101 28.3185786352348,-99.2177562787674 23.6443324364708)"
p177,p168,"LINESTRING(-99.2177562787674 23.6443324364708,-102.162149643101 28.3185786352348)"
p74,p69,"LINESTRING(-87.4065875668684 46.5467311798901,-92.3427978940366 42.4931543162673)"
p39,p41,"LINESTRING(-103.660685874225 41.8675077505093,-96.0099900734133 41.2400008331892)"
p41,p39,"LINESTRING(-96.0099900734133 41.2400008331892,-103.660685874225 41.8675077505093)"
p95,p112,"LINESTRING(-82.3941545020697 34.8529229929944,-82.9919554632241 39.9819202432293)"
p179,p188,"LINESTRING(-103.582753625878 20.501585150901,-97.7701586082275 20.8348214371417)"
p188,p179,"LINESTRING(-97.7701586082275 20.8348214371417,-103.582753625878 20.501585150901)"
p195,p198,"LINESTRING(-92.4621129264314 16.4440161634584,-88.9092737817632 20.7456438964621)"
p198,p195,"LINESTRING(-88.9092737817632 20.7456438964621,-92.4621129264314 16.4440161634584)"
p171,p187,"LINESTRING(-98.0474693796669 25.1324674394656,-99.2695042895469 19.8452863755325)"
p187,p171,"LINESTRING(-99.2695042895469 19.8452863755325,-98.0474693796669 25.1324674394656)"
p49,p63,"LINESTRING(-101.479501181834 36.6858085317387,-96.8419627874982 32.8219696816773)"
p63,p49,"LINESTRING(-96.8419627874982 32.8219696816773,-101.479501181834 36.6858085317387)"
p57,p60,"LINESTRING(-94.7402742937857 32.5005342804199,-101.475186199737 32.2431856476064)"
p60,p57,"LINESTRING(-101.475186199737 32.2431856476064,-94.7402742937857 32.5005342804199)"
p50,p64,"LINESTRING(-97.5206293727874 35.4719888060368,-97.7447242214212 30.2688955442973)"
p64,p50,"LINESTRING(-97.7447242214212 30.2688955442973,-97.5206293727874 35.4719888060368)"
p130,p120,"LINESTRING(-71.4552873145261 42.9959918406833,-77.64509082 39.93275473)"
p159,p162,"LINESTRING(-109.605571037534 27.5159989649668,-105.968131351165 23.196510250903)"
p162,p159,"LINESTRING(-105.968131351165 23.196510250903,-109.605571037534 27.5159989649668)"
p122,p147,"LINESTRING(-75.1719418320079 40.0019190225265,-77.2746449287163 44.9496898234213)"
p147,p122,"LINESTRING(-77.2746449287163 44.9496898234213,-75.1719418320079 40.0019190225265)"
p124,p127,"LINESTRING(-75.74237466 37.71080118,-73.74907494 42.67295449)"
p127,p124,"LINESTRING(-73.74907494 42.67295449,-75.74237466 37.71080118)"
p52,p56,"LINESTRING(-100.86408654967 37.9752130320694,-94.1572091082366 36.0629783315409)"
p56,p52,"LINESTRING(-94.1572091082366 36.0629783315409,-100.86408654967 37.9752130320694)"
p138,p18,"LINESTRING(-118.424113568999 50.5206295077083,-111.299987021717 47.500290546756)"
p18,p138,"LINESTRING(-111.299987021717 47.500290546756,-118.424113568999 50.5206295077083)"
p85,p90,"LINESTRING(-92.3310931821225 34.7360825795826,-88.0499849871184 30.6800252472094)"
p90,p85,"LINESTRING(-88.0499849871184 30.6800252472094,-92.3310931821225 34.7360825795826)"
p98,p112,"LINESTRING(-78.6446934424845 35.8187813507458,-82.9919554632241 39.9819202432293)"
p123,p114,"LINESTRING(-77.0113644394371 38.901495235087,-84.4588685084773 39.1638306436169)"
p42,p45,"LINESTRING(-95.98582149 47.536101,-94.99698758 42.42384459)"
p174,p178,"LINESTRING(-99.0146229506645 22.0562165828326,-104.907286793293 21.4220858927954)"
p178,p174,"LINESTRING(-104.907286793293 21.4220858927954,-99.0146229506645 22.0562165828326)"
p144,p145,"LINESTRING(-89.0732701282953 52.1418013607185,-82.2026985499697 48.7649977683787)"
p145,p144,"LINESTRING(-82.2026985499697 48.7649977683787,-89.0732701282953 52.1418013607185)"
p158,p61,"LINESTRING(-109.478722970365 30.4118017092501,-102.88091183 30.90188409)"
p61,p158,"LINESTRING(-102.88091183 30.90188409,-109.478722970365 30.4118017092501)"
p146,p74,"LINESTRING(-80.6923455145141 43.5705988144701,-87.4065875668684 46.5467311798901)"
p74,p146,"LINESTRING(-87.4065875668684 46.5467311798901,-80.6923455145141 43.5705988144701)"
p168,p48,"LINESTRING(-102.162149643101 28.3185786352348,-101.87996769388 33.5800032745648)"
p48,p168,"LINESTRING(-101.87996769388 33.5800032745648,-102.162149643101 28.3185786352348)"
p126,p98,"LINESTRING(-74.7433553483933 40.216962503107,-78.6446934424845 35.8187813507458)"
p98,p126,"LINESTRING(-78.6446934424845 35.8187813507458,-74.7433553483933 40.216962503107)"
p101,p90,"LINESTRING(-82.4605667099668 27.9489337929859,-88.0499849871184 30.6800252472094)"
p90,p101,"LINESTRING(-88.0499849871184 30.6800252472094,-82.4605667099668 27.9489337929859)"
p162,p184,"LINESTRING(-105.968131351165 23.196510250903,-101.743390938646 19.3606007858006)"
p184,p162,"LINESTRING(-101.743390938646 19.3606007858006,-105.968131351165 23.196510250903)"
p125,p110,"LINESTRING(-75.52098513 39.16083229,-82.52436295 37.4804456)"
p173,p179,"LINESTRING(-101.203342455042 25.4994310223412,-103.582753625878 20.501585150901)"
p179,p173,"LINESTRING(-103.582753625878 20.501585150901,-101.203342455042 25.4994310223412)"
p149,p152,"LINESTRING(-74.8472312312428 46.9925202219928,-66.3733859464408 46.6103369615523)"
p152,p149,"LINESTRING(-66.3733859464408 46.6103369615523,-74.8472312312428 46.9925202219928)"
p137,p5,"LINESTRING(-124.945876799657 50.5303245019429,-122.681935932133 45.521969681728)"
p5,p137,"LINESTRING(-122.681935932133 45.521969681728,-124.945876799657 50.5303245019429)"
p178,p187,"LINESTRING(-104.907286793293 21.4220858927954,-99.2695042895469 19.8452863755325)"
p187,p178,"LINESTRING(-99.2695042895469 19.8452863755325,-104.907286793293 21.4220858927954)"
p172,p61,"LINESTRING(-100.422226893188 25.9744104538249,-102.88091183 30.90188409)"
p61,p172,"LINESTRING(-102.88091183 30.90188409,-100.422226893188 25.9744104538249)"
p97,p108,"LINESTRING(-80.8319839462883 35.206940384812,-87.113323813612 37.7745792836963)"
p179,p190,"LINESTRING(-103.582753625878 20.501585150901,-97.9507085120238 19.0699632855265)"
p190,p179,"LINESTRING(-97.9507085120238 19.0699632855265,-103.582753625878 20.501585150901)"
p175,p179,"LINESTRING(-98.2208072774353 22.8919218594279,-103.582753625878 20.501585150901)"
p179,p175,"LINESTRING(-103.582753625878 20.501585150901,-98.2208072774353 22.8919218594279)"
p76,p111,"LINESTRING(-88.4005062273542 44.2686790151675,-81.6969440699897 41.4719326537173)"
p194,p199,"LINESTRING(-93.0258267375822 17.9581365745392,-87.7258788550823 20.1922789562231)"
p199,p194,"LINESTRING(-87.7258788550823 20.1922789562231,-93.0258267375822 17.9581365745392)"
p131,p150,"LINESTRING(-71.0719595321869 42.3319060017023,-69.3649287709957 47.3993452645939)"
p150,p131,"LINESTRING(-69.3649287709957 47.3993452645939,-71.0719595321869 42.3319060017023)"
p125,p112,"LINESTRING(-75.52098513 39.16083229,-82.9919554632241 39.9819202432293)"
p151,p154,"LINESTRING(-71.6809027089785 53.9683439528977,-61.9439308193493 54.2134856833634)"
p154,p151,"LINESTRING(-61.9439308193493 54.2134856833634,-71.6809027089785 53.9683439528977)"
p89,p96,"LINESTRING(-86.8249951596396 33.5300063263225,-79.9921047380627 32.7923769317883)"
p96,p89,"LINESTRING(-79.9921047380627 32.7923769317883,-86.8249951596396 33.5300063263225)"
p143,p144,"LINESTRING(-97.4835283997965 54.7131090152947,-89.0732701282953 52.1418013607185)"
p144,p143,"LINESTRING(-89.0732701282953 52.1418013607185,-97.4835283997965 54.7131090152947)"
p166,p186,"LINESTRING(-105.052527418409 24.232600490598,-100.162614869147 21.018617447262)"
p186,p166,"LINESTRING(-100.162614869147 21.018617447262,-105.052527418409 24.232600490598)"
p46,p54,"LINESTRING(-91.2394285499568 43.8013690379522,-94.6060400775458 39.1090343683975)"
p54,p46,"LINESTRING(-94.6060400775458 39.1090343683975,-91.2394285499568 43.8013690379522)"
p131,p121,"LINESTRING(-71.0719595321869 42.3319060017023,-77.7202795834312 39.6416487824015)"
p168,p180,"LINESTRING(-102.162149643101 28.3185786352348,-102.49151960909 22.9111787137317)"
p180,p168,"LINESTRING(-102.49151960909 22.9111787137317,-102.162149643101 28.3185786352348)"
p37,p69,"LINESTRING(-96.7894257016716 46.8772278026129,-92.3427978940366 42.4931543162673)"
p17,p21,"LINESTRING(-113.993052614175 46.8722410268966,-108.395048056861 43.0281604197849)"
p21,p17,"LINESTRING(-108.395048056861 43.0281604197849,-113.993052614175 46.8722410268966)"
p17,p22,"LINESTRING(-113.993052614175 46.8722410268966,-106.66107774 44.340041)"
p22,p17,"LINESTRING(-106.66107774 44.340041,-113.993052614175 46.8722410268966)"
p158,p29,"LINESTRING(-109.478722970365 30.4118017092501,-109.16755915 35.69539952)"
p29,p158,"LINESTRING(-109.16755915 35.69539952,-109.478722970365 30.4118017092501)"
p131,p152,"LINESTRING(-71.0719595321869 42.3319060017023,-66.3733859464408 46.6103369615523)"
p152,p131,"LINESTRING(-66.3733859464408 46.6103369615523,-71.0719595321869 42.3319060017023)"
p141,p142,"LINESTRING(-115.190117334949 56.1049291802847,-105.874854375955 54.165594388089)"
p142,p141,"LINESTRING(-105.874854375955 54.165594388089,-115.190117334949 56.1049291802847)"
p97,p120,"LINESTRING(-80.8319839462883 35.206940384812,-77.64509082 39.93275473)"
p171,p182,"LINESTRING(-98.0474693796669 25.1324674394656,-101.166961363025 20.4112138645946)"
p182,p171,"LINESTRING(-101.166961363025 20.4112138645946,-98.0474693796669 25.1324674394656)"
p174,p183,"LINESTRING(-99.0146229506645 22.0562165828326,-104.062775055913 19.1357314587546)"
p183,p174,"LINESTRING(-104.062775055913 19.1357314587546,-99.0146229506645 22.0562165828326)"
p44,p79,"LINESTRING(-95.78703761 44.44491793,-87.921912942085 43.0546009073042)"
p20,p24,"LINESTRING(-108.54000044944 45.7883020213584,-104.819710735883 41.1400069367046)"
p24,p20,"LINESTRING(-104.819710735883 41.1400069367046,-108.54000044944 45.7883020213584)"
p25,p34,"LINESTRING(-111.931997781048 40.7769621540401,-104.791986329959 38.8629624624115)"
p34,p25,"LINESTRING(-104.791986329959 38.8629624624115,-111.931997781048 40.7769621540401)"
p97,p115,"LINESTRING(-80.8319839462883 35.206940384812,-80.0019312526002 40.4319444538432)"
p131,p149,"LINESTRING(-71.0719595321869 42.3319060017023,-74.8472312312428 46.9925202219928)"
p149,p131,"LINESTRING(-74.8472312312428 46.9925202219928,-71.0719595321869 42.3319060017023)"
p165,p205,"LINESTRING(-106.1153364555 28.0477762634166,-112.018510360231 25.9195724170294)"
p205,p165,"LINESTRING(-112.018510360231 25.9195724170294,-106.1153364555 28.0477762634166)"
p137,p3,"LINESTRING(-124.945876799657 50.5303245019429,-117.419949383395 47.6699959504023)"
p3,p137,"LINESTRING(-117.419949383395 47.6699959504023,-124.945876799657 50.5303245019429)"
p134,p122,"LINESTRING(-70.2152596452502 44.1007047720027,-75.1719418320079 40.0019190225265)"
p40,p43,"LINESTRING(-98.357986289243 40.9222682892426,-93.2537321966635 44.9819251260619)"
p43,p40,"LINESTRING(-93.2537321966635 44.9819251260619,-98.357986289243 40.9222682892426)"
p164,p167,"LINESTRING(-107.462318821811 30.3622434887791,-103.999146896244 25.7821659593904)"
p167,p164,"LINESTRING(-103.999146896244 25.7821659593904,-107.462318821811 30.3622434887791)"
p176,p178,"LINESTRING(-98.8880381360018 21.5196545172561,-104.907286793293 21.4220858927954)"
p178,p176,"LINESTRING(-104.907286793293 21.4220858927954,-98.8880381360018 21.5196545172561)"
p95,p100,"LINESTRING(-82.3941545020697 34.8529229929944,-78.1666347673523 39.178731301931)"
p48,p53,"LINESTRING(-101.87996769388 33.5800032745648,-97.32803106 37.69426323)"
p53,p48,"LINESTRING(-97.32803106 37.69426323,-101.87996769388 33.5800032745648)"
p84,p94,"LINESTRING(-90.4026837582867 36.7601967560229,-84.4018952418757 33.8319597126059)"
p94,p84,"LINESTRING(-84.4018952418757 33.8319597126059,-90.4026837582867 36.7601967560229)"
p40,p81,"LINESTRING(-98.357986289243 40.9222682892426,-90.5346136899278 41.4933962189324)"
p1,p6,"LINESTRING(-122.341930845868 47.5719479125307,-122.874422650018 42.3266270132067)"
p6,p1,"LINESTRING(-122.874422650018 42.3266270132067,-122.341930845868 47.5719479125307)"
p14,p20,"LINESTRING(-117.016588991141 46.4166099233792,-108.54000044944 45.7883020213584)"
p20,p14,"LINESTRING(-108.54000044944 45.7883020213584,-117.016588991141 46.4166099233792)"
p47,p52,"LINESTRING(-104.522467897341 33.3945365590693,-100.86408654967 37.9752130320694)"
p52,p47,"LINESTRING(-100.86408654967 37.9752130320694,-104.522467897341 33.3945365590693)"
p175,p192,"LINESTRING(-98.2208072774353 22.8919218594279,-96.731002823498 17.4607698278138)"
p192,p175,"LINESTRING(-96.731002823498 17.4607698278138,-98.2208072774353 22.8919218594279)"
p148,p126,"LINESTRING(-73.2941446698144 45.3946750256179,-74.7433553483933 40.216962503107)"
p133,p100,"LINESTRING(-71.4169255559512 41.8230481729244,-78.1666347673523 39.178731301931)"
p131,p123,"LINESTRING(-71.0719595321869 42.3319060017023,-77.0113644394371 38.901495235087)"
p36,p39,"LINESTRING(-100.783316285997 46.8083172801516,-103.660685874225 41.8675077505093)"
p39,p36,"LINESTRING(-103.660685874225 41.8675077505093,-100.783316285997 46.8083172801516)"
p19,p21,"LINESTRING(-106.635258831594 48.1839697459774,-108.395048056861 43.0281604197849)"
p21,p19,"LINESTRING(-108.395048056861 43.0281604197849,-106.635258831594 48.1839697459774)"
p16,p24,"LINESTRING(-112.033301434154 43.4666866242138,-104.819710735883 41.1400069367046)"
p24,p16,"LINESTRING(-104.819710735883 41.1400069367046,-112.033301434154 43.4666866242138)"
p54,p78,"LINESTRING(-94.6060400775458 39.1090343683975,-89.4011169858218 43.0730155630143)"
p145,p146,"LINESTRING(-82.2026985499697 48.7649977683787,-80.6923455145141 43.5705988144701)"
p75,p71,"LINESTRING(-88.0000138770922 44.5299808950513,-92.5828090838162 40.1936822703596)"
p98,p114,"LINESTRING(-78.6446934424845 35.8187813507458,-84.4588685084773 39.1638306436169)"
p57,p84,"LINESTRING(-94.7402742937857 32.5005342804199,-90.4026837582867 36.7601967560229)"
p50,p84,"LINESTRING(-97.5206293727874 35.4719888060368,-90.4026837582867 36.7601967560229)"
p42,p74,"LINESTRING(-95.98582149 47.536101,-87.4065875668684 46.5467311798901)"
p74,p42,"LINESTRING(-87.4065875668684 46.5467311798901,-95.98582149 47.536101)"
p169,p66,"LINESTRING(-99.3454452788888 26.7668789730515,-94.101682781739 30.086263040176)"
p66,p169,"LINESTRING(-94.101682781739 30.086263040176,-99.3454452788888 26.7668789730515)"
p94,p114,"LINESTRING(-84.4018952418757 33.8319597126059,-84.4588685084773 39.1638306436169)"
p76,p113,"LINESTRING(-88.4005062273542 44.2686790151675,-84.2019332871221 39.7523218545566)"
p49,p56,"LINESTRING(-101.479501181834 36.6858085317387,-94.1572091082366 36.0629783315409)"
p56,p49,"LINESTRING(-94.1572091082366 36.0629783315409,-101.479501181834 36.6858085317387)"
p168,p47,"LINESTRING(-102.162149643101 28.3185786352348,-104.522467897341 33.3945365590693)"
p47,p168,"LINESTRING(-104.522467897341 33.3945365590693,-102.162149643101 28.3185786352348)"
p56,p108,"LINESTRING(-94.1572091082366 36.0629783315409,-87.113323813612 37.7745792836963)"
p60,p67,"LINESTRING(-101.475186199737 32.2431856476064,-95.341925149146 29.8219202431888)"
p67,p60,"LINESTRING(-95.341925149146 29.8219202431888,-101.475186199737 32.2431856476064)"
p164,p48,"LINESTRING(-107.462318821811 30.3622434887791,-101.87996769388 33.5800032745648)"
p48,p164,"LINESTRING(-101.87996769388 33.5800032745648,-107.462318821811 30.3622434887791)"
p24,p35,"LINESTRING(-104.819710735883 41.1400069367046,-105.839984376838 46.4088842967516)"
p35,p24,"LINESTRING(-105.839984376838 46.4088842967516,-104.819710735883 41.1400069367046)"
p4,p6,"LINESTRING(-119.27649915 47.13184305,-122.874422650018 42.3266270132067)"
p6,p4,"LINESTRING(-122.874422650018 42.3266270132067,-119.27649915 47.13184305)"
p15,p20,"LINESTRING(-116.227489870044 43.6085901072873,-108.54000044944 45.7883020213584)"
p20,p15,"LINESTRING(-108.54000044944 45.7883020213584,-116.227489870044 43.6085901072873)"
p147,p121,"LINESTRING(-77.2746449287163 44.9496898234213,-77.7202795834312 39.6416487824015)"
p32,p34,"LINESTRING(-103.230557090044 44.080550963409,-104.791986329959 38.8629624624115)"
p34,p32,"LINESTRING(-104.791986329959 38.8629624624115,-103.230557090044 44.080550963409)"
p173,p188,"LINESTRING(-101.203342455042 25.4994310223412,-97.7701586082275 20.8348214371417)"
p188,p173,"LINESTRING(-97.7701586082275 20.8348214371417,-101.203342455042 25.4994310223412)"
p41,p56,"LINESTRING(-96.0099900734133 41.2400008331892,-94.1572091082366 36.0629783315409)"
p56,p41,"LINESTRING(-94.1572091082366 36.0629783315409,-96.0099900734133 41.2400008331892)"
p56,p92,"LINESTRING(-94.1572091082366 36.0629783315409,-86.76913977 36.1715035299999)"
p166,p169,"LINESTRING(-105.052527418409 24.232600490598,-99.3454452788888 26.7668789730515)"
p169,p166,"LINESTRING(-99.3454452788888 26.7668789730515,-105.052527418409 24.232600490598)"
p172,p182,"LINESTRING(-100.422226893188 25.9744104538249,-101.166961363025 20.4112138645946)"
p182,p172,"LINESTRING(-101.166961363025 20.4112138645946,-100.422226893188 25.9744104538249)"
p177,p178,"LINESTRING(-99.2177562787674 23.6443324364708,-104.907286793293 21.4220858927954)"
p178,p177,"LINESTRING(-104.907286793293 21.4220858927954,-99.2177562787674 23.6443324364708)"
p11,p157,"LINESTRING(-117.18193572866 32.8219696816773,-111.266519364596 29.9936882178759)"
p157,p11,"LINESTRING(-111.266519364596 29.9936882178759,-117.18193572866 32.8219696816773)"
p170,p66,"LINESTRING(-98.2849872683049 25.8163982813975,-94.101682781739 30.086263040176)"
p66,p170,"LINESTRING(-94.101682781739 30.086263040176,-98.2849872683049 25.8163982813975)"
p34,p53,"LINESTRING(-104.791986329959 38.8629624624115,-97.32803106 37.69426323)"
p53,p34,"LINESTRING(-97.32803106 37.69426323,-104.791986329959 38.8629624624115)"
p204,p29,"LINESTRING(-114.502433556963 32.0765762869995,-109.16755915 35.69539952)"
p29,p204,"LINESTRING(-109.16755915 35.69539952,-114.502433556963 32.0765762869995)"
